order_id,order_date,customer_id,product_name,category,price,quantity,return_flag,brand
49,2025-05-17,C1345,exfoliating scrub ,exfoliators.,26.0,3,no,CeraVe 
50,2025-03-01,C1147,exfoliating scrub,exfoliators,19.97,3,no,
51,2024-12-17,C1550,retinol night cream_,moisturizers ,14.38,1,no,Drunk_Elephant
52,2025-02-11,C1778,retinol night cream ,moisturizers.,29.74,2,no,
53,2024-12-04,C1297,daily sunscreen spf 50_,sun protection  ,17.17,3,no,RHODE
54,2025-03-14,C1143,retinol night cream ,moisturizers.,21.78,3,no,CERAVE
55,2024-12-26,C1896,daily sunscreen spf 50.,sun protection_,27.27,4,no,EUCERIN
56,2025-05-25,C1452,daily sunscreen spf 50_,sun protection-,38.07,4, n ,
57,2025-05-31,C1658,eye repair cream.,eye care,,1,no,DRUNK ELEPHANT
58,2025-01-21,C1403,daily sunscreen spf 50 ,sun protection  ,32.82,4,no,neutrogena
59,2025-03-31,C1624,retinol night cream,moisturizers  ,27.5,4,no,
60,2025-02-05,C1103,,masks ,28.46,4,no,Cetaphil 
61,2025-03-09,C1877,hydrating facial cleanser.,cleansers ,27.93,1,no,Neutrogena
62,2025-03-24,C1162,makeup remover balm-,makeup removers_,17.86,2,no,Paula's Choice 
63,2025-02-04,C1397,vitamin c serum ,serums-,,1,yes,
64,2025-02-01,C1503,eye repair cream  ,eye care  ,31.57,1,no,glow recipe
65,2025-02-19,C1687,retinol night cream-,moisturizers,34.63,1,no,Drunk Elephant-
66,2025-01-28,C1469,tea tree oil toner.,toners.,29.13,4,no,The Ordinary_
67,2024-12-14,C1562,hyaluronic acid-,serums.,16.1,2, n ,Rhode-
68,2024-12-19,C1026,exfoliating scrub  ,exfoliators_,16.84,2, y ,
69,2025-03-21,C1480,hydrating facial cleanser,cleansers.,25.13,4,no,the ordinary
70,2025-01-31,C1815,retinol night cream_,moisturizers-,39.54,1,no,paula's choice
71,2025-03-02,C1045,makeup remover balm,makeup removers-,14.29,4,no,
72,2025-01-03,C1891,eye repair cream,eye care_,29.82,1,no,Eucerin
73,2025-02-17,C1115,hyaluronic acid.,serums-,29.73,3,,drunk elephant
74,2025-03-25,C1927,exfoliating scrub  ,exfoliators,24.27,3,no,GLOW RECIPE
75,2025-05-26,C1734,eye repair cream.,eye care-,20.53,4,no,
76,2025-05-17,C1871,eye repair cream  ,eye care  ,33.56,2,no,Drunk_Elephant
77,2025-05-02,C1385,makeup remover balm,makeup removers.,13.52,3,no,
78,2025-03-20,C1928,exfoliating scrub-,exfoliators-,38.9,2,no,CETAPHIL
79,2025-04-25,C1758,vitamin c serum  ,serums,29.19,3,no,The_Ordinary
80,2025-05-31,C1920,retinol night cream ,moisturizers  ,17.72,2,no,Neutrogena_
81,2025-03-28,C1684,hydrating facial cleanser ,cleansers-,17.67,3,no,Cetaphil
82,2025-02-27,C1511,charcoal face mask ,masks  ,26.95,4,no,
83,2025-03-13,C1091,hydrating facial cleanser,cleansers-,19.44,3,no,CeraVe 
84,2025-02-24,C1726,tea tree oil toner,toners_,23.72,2,yes,CeraVe 
85,2025-02-15,C1124,tea tree oil toner  ,toners_,13.0,2,no,
86,2025-05-05,C1341,tea tree oil toner_,toners  ,37.01,2,no,la roche-posay
87,2024-12-28,C1052,tea tree oil toner ,toners  ,28.54,1,no,Cetaphil
88,2024-12-11,C1004,daily sunscreen spf 50_,sun protection-,6.2,4,no,
89,2025-02-23,C1046,daily sunscreen spf 50 ,sun protection.,37.1,4,no,THE ORDINARY
90,2025-04-18,C1819,vitamin c serum ,serums-,23.49,3,no,
91,2025-01-19,C1740,eye repair cream.,eye care_,11.92,2,yes,DRUNK ELEPHANT
92,2025-05-04,C1790,eye repair cream_,eye care  ,,2, n ,NEUTROGENA
93,2025-05-17,C1512,tea tree oil toner,toners.,42.81,1,no,rhode
94,2024-12-16,C1637,eye repair cream_,eye care  ,18.23,3,no,Neutrogena
95,2025-01-15,C1446,,toners.,26.84,1,no,The Ordinary 
96,2025-01-05,C1246,eye repair cream  ,eye care ,30.78,1,no,CeraVe 
97,2025-01-04,C1696,makeup remover balm,makeup removers-,25.87,3,no,
98,2025-04-24,C1068,eye repair cream ,eye care-,19.07,1,no,
99,2025-01-27,C1203,tea tree oil toner.,toners.,22.19,2,no,THE ORDINARY
100,2025-04-06,C1431,eye repair cream.,eye care,18.96,4,yes,Paula's_Choice
101,2025-02-25,C1022,exfoliating scrub ,exfoliators  ,19.51,2,no,PAULA'S CHOICE
102,2024-12-31,C1836,hydrating facial cleanser ,cleansers ,35.97,2,no,La Roche-Posay.
103,2025-01-29,C1441,tea tree oil toner  ,toners,21.76,2,no,
104,2025-05-08,C1324,exfoliating scrub ,exfoliators_,30.25,4,no,THE ORDINARY
105,2025-04-10,C1496,vitamin c serum.,serums,34.73,4,no,the ordinary
106,2025-03-12,C1474,eye repair cream-,eye care  ,40.44,4,no,
107,2024-12-19,C1928,hyaluronic acid,serums  ,31.08,3,no,RHODE
108,2025-01-18,C1612,retinol night cream_,moisturizers,35.33,1,no,La_Roche-Posay
109,2025-02-16,C1555,makeup remover balm  ,makeup removers.,,4, y ,The_Ordinary
110,2025-05-26,C1606,eye repair cream.,eye care  ,29.47,1,yes,CERAVE
111,2025-03-23,C1848,vitamin c serum  ,serums_,20.81,2,no,RHODE
112,2025-03-03,C1921,makeup remover balm-,makeup removers-,23.89,2,no,La_Roche-Posay
113,2025-01-20,C1195,hyaluronic acid,serums.,13.75,3,no,Glow Recipe 
114,2025-05-21,C1492,charcoal face mask  ,masks-,37.82,2,no,GLOW RECIPE
115,2025-05-05,C1456,tea tree oil toner ,toners.,29.49,4,no,cerave
116,2025-01-05,C1688,daily sunscreen spf 50_,sun protection,24.21,4,no,Eucerin 
117,2025-01-26,C1663,eye repair cream-,eye care_,18.85,1,no,Drunk Elephant.
118,2025-02-18,C1036,tea tree oil toner-,toners,28.83,3, n ,EUCERIN
119,2025-04-12,C1872,daily sunscreen spf 50  ,sun protection_,32.64,3,no,Glow Recipe_
120,2025-02-07,C1061,makeup remover balm.,makeup removers.,13.89,2, y ,Glow_Recipe
121,2025-04-12,C1176,retinol night cream  ,moisturizers ,0.43,1,no,
122,2025-03-10,C1232,vitamin c serum ,serums ,24.23,4,yes,Eucerin 
123,2025-01-18,C1383,makeup remover balm_,makeup removers.,20.89,4, n ,paula's choice
124,2025-05-22,C1366,exfoliating scrub ,exfoliators.,,4,no,
125,2025-03-24,C1150,hydrating facial cleanser_,cleansers.,36.24,1,no,NEUTROGENA
126,2025-02-05,C1108,tea tree oil toner,toners,46.43,4,no,
127,2025-03-31,C1587,vitamin c serum,serums.,28.25,3,no,The Ordinary.
128,2024-12-21,C1491,eye repair cream-,eye care,41.75,1,no,Drunk_Elephant
129,2025-02-14,C1169,charcoal face mask.,masks,25.56,2,no,Cetaphil
130,2025-01-13,C1633,charcoal face mask_,masks_,25.6,1,no,
131,2025-05-14,C1495,tea tree oil toner.,toners_,25.44,2,,Glow Recipe.
132,2025-04-24,C1499,charcoal face mask  ,masks,13.24,1,no,cerave
133,2025-06-02,C1069,retinol night cream ,,27.9,1,no,Paula's Choice 
134,2025-02-15,C1444,,toners_,23.13,4,yes,the ordinary
135,2025-04-24,C1038,daily sunscreen spf 50  ,sun protection-,39.78,2, y ,Rhode 
136,2025-01-13,C1652,charcoal face mask  ,masks ,16.21,2,no,
137,2025-03-11,C1828,daily sunscreen spf 50 ,sun protection,39.44,4,no,paula's choice
138,2025-01-06,C1000,charcoal face mask.,masks-,5.85,3,no,Cetaphil 
139,2025-05-20,C1368,daily sunscreen spf 50_,sun protection_,13.96,1,no,Paula's Choice 
140,2025-05-20,C1933,,eye care.,32.62,1,no,The_Ordinary
141,2025-04-22,C1828,charcoal face mask_,masks,38.59,1, n ,Rhode 
142,2024-12-18,C1885,hydrating facial cleanser ,cleansers-,22.14,3,no,CERAVE
143,2025-01-18,C1232,charcoal face mask-,masks  ,33.44,1,no,the ordinary
144,2025-01-01,C1414,eye repair cream.,eye care.,14.34,1,no,Rhode
145,2025-01-27,C1735,tea tree oil toner.,toners  ,39.37,3,no,Neutrogena
146,2025-03-24,C1971,tea tree oil toner,toners.,17.98,4,no,Rhode_
147,2025-03-02,C1089,makeup remover balm,makeup removers  ,21.92,2,no,La Roche-Posay 
148,2024-12-29,C1177,makeup remover balm.,makeup removers_,17.63,4,no,Rhode 
149,2025-01-02,C1501,hyaluronic acid.,serums_,17.02,4,,Neutrogena_
150,2025-02-03,C1928,tea tree oil toner,toners,11.62,3,no,
151,2025-02-24,C1557,vitamin c serum.,serums_,,4,no,Glow_Recipe
152,2024-12-28,C1593,retinol night cream-,moisturizers,10.07,3,no,
153,2025-04-02,C1823,daily sunscreen spf 50_,sun protection  ,41.85,1,no,THE ORDINARY
154,2025-03-15,C1876,hyaluronic acid-,serums_,7.7,2,no,PAULA'S CHOICE
155,2025-02-19,C1223,vitamin c serum,serums.,21.9,2,no,Glow Recipe 
156,2025-04-15,C1852,makeup remover balm.,makeup removers,13.3,3,no,Rhode.
157,2025-05-17,C1460,tea tree oil toner ,toners-,18.84,3,no,neutrogena
158,2024-12-16,C1098,makeup remover balm-,makeup removers-,39.36,1,no,EUCERIN
159,2024-12-09,C1869,hyaluronic acid_,serums-,27.19,1,,Cetaphil 
160,2025-01-19,C1996,tea tree oil toner  ,toners-,20.16,3,no,Rhode 
161,2025-04-16,C1077,vitamin c serum-,serums,34.24,3,no,Glow Recipe
162,2024-12-19,C1050,retinol night cream-,moisturizers,33.13,1,no,Neutrogena-
163,2025-04-07,C1799,eye repair cream  ,eye care ,16.28,1,no,la roche-posay
164,2024-12-15,C1071,charcoal face mask  ,masks-,18.29,2,no,Glow Recipe 
165,2025-04-07,C1890,makeup remover balm-,makeup removers.,24.98,2,no,
166,2025-05-31,C1053,makeup remover balm,makeup removers_,20.74,2,no,Eucerin 
167,2025-05-02,C1206,hyaluronic acid  ,serums,29.14,3,yes,LA ROCHE-POSAY
168,2024-12-31,C1577,retinol night cream-,moisturizers ,38.42,1,no,cerave
169,2025-01-17,C1797,hydrating facial cleanser.,cleansers.,27.03,2,no,Drunk Elephant-
170,2025-05-25,C1446,charcoal face mask  ,masks ,25.5,3,no,Cetaphil
171,2025-05-25,C1541,charcoal face mask  ,masks ,28.6,1,no,La_Roche-Posay
172,2025-04-17,C1080,daily sunscreen spf 50-,sun protection.,42.19,3,no,La Roche-Posay 
173,2024-12-22,C1068,daily sunscreen spf 50  ,sun protection_,24.85,4,yes,The Ordinary
174,2025-01-31,C1449,charcoal face mask.,masks  ,32.96,2,no,Paula's Choice-
175,2025-01-12,C1110,daily sunscreen spf 50 ,sun protection-,36.23,4,no,CERAVE
176,2025-03-24,C1847,exfoliating scrub_,exfoliators.,10.59,1,no,
177,2025-05-22,C1863,eye repair cream.,eye care,13.99,4,no,cerave
178,2025-03-04,C1671,hydrating facial cleanser_,cleansers  ,29.88,3,no,paula's choice
179,2024-12-23,C1465,hyaluronic acid_,serums.,20.53,3,no,The Ordinary.
180,2025-01-21,C1533,vitamin c serum  ,serums,20.24,4,no,
181,2025-04-07,C1729,tea tree oil toner,toners_,10.66,2,no,
182,2025-04-23,C1793,exfoliating scrub  ,exfoliators-,23.08,1,no,Rhode
183,2025-01-27,C1106,exfoliating scrub_,exfoliators_,30.15,3,no,
184,2025-03-05,C1336,tea tree oil toner.,toners  ,37.05,3,no,La_Roche-Posay
185,2025-01-16,C1691,retinol night cream ,moisturizers ,33.51,1,no,
186,2025-05-30,C1055,,makeup removers,18.8,3,no,CETAPHIL
187,2025-04-17,C1385,tea tree oil toner.,toners  ,48.74,3,no,
188,2025-06-03,C1698,,exfoliators  ,21.89,1,yes,PAULA'S CHOICE
189,2024-12-19,C1362,makeup remover balm.,makeup removers_,33.51,3,no,Glow Recipe 
190,2025-06-04,C1273,,sun protection-,15.12,3,yes,Drunk_Elephant
191,2025-02-01,C1630,tea tree oil toner,toners,40.24,3,no,La Roche-Posay 
192,2025-04-19,C1038,exfoliating scrub  ,exfoliators  ,0.43,1,no,CERAVE
193,2025-04-09,C1536,vitamin c serum-,serums  ,14.39,2,no,Eucerin
194,2024-12-22,C1024,daily sunscreen spf 50,sun protection  ,18.46,1,no,
195,2025-05-05,C1227,exfoliating scrub,exfoliators  ,35.55,1,no,The Ordinary.
196,2025-02-14,C1622,hydrating facial cleanser-,cleansers.,31.54,3,no,drunk elephant
197,2024-12-19,C1612,tea tree oil toner,toners  ,20.59,3,no,cetaphil
198,2025-03-22,C1319,hydrating facial cleanser.,cleansers ,40.82,2,no,Drunk_Elephant
199,2025-01-02,C1376,makeup remover balm ,makeup removers_,5.86,1,no,
200,2025-04-19,C1276,vitamin c serum_,serums,34.41,1,yes,Neutrogena 
201,2025-05-17,C1445,makeup remover balm.,makeup removers ,20.42,4,no,Paula's Choice 
202,2025-05-11,C1663,exfoliating scrub ,exfoliators_,18.74,2,no,glow recipe
203,2025-02-10,C1005,eye repair cream_,eye care,-0.03,4,,
204,2025-04-03,C1074,makeup remover balm_,makeup removers,31.85,2,no,THE ORDINARY
205,2025-03-09,C1997,,makeup removers-,27.37,1,no,la roche-posay
206,2025-02-05,C1193,eye repair cream-,eye care  ,27.74,3,no,The Ordinary-
207,2025-04-11,C1644,retinol night cream.,moisturizers_,45.43,3,no,Paula's_Choice
208,2025-03-08,C1835,charcoal face mask_,masks  ,41.2,2, n ,
209,2025-01-16,C1000,tea tree oil toner_,toners_,27.8,1,no,Cetaphil 
210,2025-03-31,C1549,makeup remover balm  ,makeup removers ,-2.41,2,no,Drunk Elephant 
211,2025-02-07,C1258,tea tree oil toner-,toners-,13.61,4,no,NEUTROGENA
212,2025-04-12,C1009,daily sunscreen spf 50.,sun protection ,27.68,1,no,Glow Recipe 
213,2025-01-14,C1641,retinol night cream,moisturizers-,44.97,2,no,PAULA'S CHOICE
214,2025-01-12,C1612,makeup remover balm,makeup removers_,44.84,4,no,the ordinary
215,2025-02-17,C1816,eye repair cream.,eye care  ,48.9,3,no,RHODE
216,2025-04-07,C1235,hydrating facial cleanser.,cleansers_,18.96,1,no,La Roche-Posay 
217,2025-05-05,C1587,vitamin c serum  ,serums-,31.84,3, n ,RHODE
218,2025-01-26,C1295,exfoliating scrub,exfoliators.,23.55,3,yes,THE ORDINARY
219,2025-05-05,C1797,,masks  ,30.79,1,no,cetaphil
220,2025-02-23,C1004,daily sunscreen spf 50,sun protection ,29.97,3,no,PAULA'S CHOICE
221,2025-04-28,C1748,exfoliating scrub,exfoliators ,31.53,2,no,Neutrogena
222,2025-03-30,C1295,vitamin c serum  ,serums  ,12.09,2,no,La Roche-Posay
223,2025-02-01,C1421,eye repair cream-,eye care-,42.72,4,no,
224,2025-03-14,C1142,charcoal face mask_,masks,21.02,1,no,rhode
225,2024-12-08,C1973,hydrating facial cleanser  ,cleansers,6.39,3,no,cerave
226,2025-01-15,C1946,tea tree oil toner-,toners.,34.97,1, y ,paula's choice
227,2025-04-20,C1967,retinol night cream.,moisturizers  ,2.11,3,no,NEUTROGENA
228,2025-03-03,C1014,hydrating facial cleanser ,cleansers-,39.32,2,no,RHODE
229,2025-01-21,C1419,hyaluronic acid ,serums.,24.87,2,no,Neutrogena
230,2025-05-07,C1096,eye repair cream ,eye care ,35.54,1,no,CETAPHIL
231,2025-02-18,C1597,,,34.7,1,yes,CeraVe 
232,2025-05-28,C1634,retinol night cream.,moisturizers_,32.21,2,no,
233,2025-03-09,C1227,daily sunscreen spf 50,sun protection-,,1,no,Paula's_Choice
234,2025-05-19,C1695,charcoal face mask-,masks  ,27.61,1,no,Drunk Elephant 
235,2025-02-02,C1843,hyaluronic acid-,serums_,56.74,1,no,CETAPHIL
236,2024-12-06,C1094,exfoliating scrub ,exfoliators.,26.82,1,no,
237,2025-01-24,C1068,makeup remover balm_,makeup removers ,38.3,2,no,Eucerin 
238,2025-04-12,C1841,vitamin c serum ,serums,44.99,4,no,The Ordinary.
239,2025-05-22,C1301,retinol night cream ,moisturizers  ,13.22,3,no,The_Ordinary
240,2025-05-08,C1140,tea tree oil toner  ,toners_,18.2,3,no,Glow Recipe 
241,2025-05-16,C1355,exfoliating scrub ,exfoliators-,33.68,3, n ,La_Roche-Posay
242,2025-03-20,C1887,daily sunscreen spf 50_,sun protection,15.63,4,no,Cetaphil
243,2025-01-07,C1028,hydrating facial cleanser,cleansers.,18.97,1,no,Eucerin
244,2024-12-27,C1725,retinol night cream_,moisturizers_,38.02,2, n ,GLOW RECIPE
245,2025-03-29,C1824,hydrating facial cleanser-,cleansers_,18.73,4,no,neutrogena
246,2024-12-24,C1566,vitamin c serum,serums-,20.05,1,no,
247,2025-02-06,C1136,retinol night cream_,moisturizers  ,30.38,3,yes,Neutrogena 
248,2025-02-25,C1116,tea tree oil toner_,toners_,11.41,2,no,Cetaphil 
249,2025-04-02,C1074,eye repair cream-,eye care.,15.85,4,no,Cetaphil
250,2025-03-25,C1209,exfoliating scrub,exfoliators.,27.46,2,no,Paula's Choice 
251,2025-05-06,C1875,charcoal face mask ,masks.,33.41,4,no,Cetaphil 
252,2025-04-03,C1663,daily sunscreen spf 50  ,sun protection  ,24.62,3,no,Cetaphil
253,2025-03-18,C1176,retinol night cream.,moisturizers_,13.06,1, y ,The_Ordinary
254,2025-02-23,C1661,makeup remover balm,,27.77,1,no,eucerin
255,2025-03-10,C1083,daily sunscreen spf 50 ,sun protection ,18.28,1,no,the ordinary
256,2025-05-26,C1629,vitamin c serum ,serums,18.45,1,no,Paula's Choice 
257,2025-01-01,C1768,makeup remover balm  ,makeup removers_,,4,no,La Roche-Posay 
258,2025-04-18,C1214,vitamin c serum_,serums-,36.3,4,yes,Neutrogena
259,2025-03-07,C1284,charcoal face mask ,masks  ,38.5,2,no,Eucerin
260,2025-04-16,C1285,hyaluronic acid-,serums_,21.7,1,yes,THE ORDINARY
261,2025-05-05,C1174,makeup remover balm ,makeup removers.,28.03,1,no,Paula's_Choice
262,2024-12-05,C1987,hyaluronic acid.,serums  ,36.67,2,no,cetaphil
263,2025-01-11,C1896,daily sunscreen spf 50-,sun protection_,19.36,3,no,la roche-posay
264,2024-12-14,C1870,charcoal face mask ,masks.,-10.68,4,no,Drunk Elephant.
265,2025-01-07,C1379,retinol night cream  ,moisturizers_,16.71,3,no,CeraVe_
266,2025-02-01,C1475,daily sunscreen spf 50-,sun protection_,34.22,1,yes,Glow Recipe_
267,2025-02-01,C1442,hyaluronic acid-,serums.,37.22,3,no,La Roche-Posay-
268,2025-06-01,C1053,exfoliating scrub ,exfoliators-,3.26,3,yes,RHODE
269,2025-02-14,C1263,retinol night cream  ,moisturizers  ,33.13,3,no,Drunk Elephant 
270,2024-12-22,C1087,tea tree oil toner  ,toners ,6.19,2,no,Drunk Elephant 
271,2025-03-24,C1499,retinol night cream,moisturizers.,32.11,3, n ,
272,2025-02-17,C1909,charcoal face mask_,masks-,29.44,1,no,CeraVe
273,2025-01-13,C1672,hydrating facial cleanser ,cleansers-,30.93,3,no,Drunk_Elephant
274,2025-01-12,C1623,tea tree oil toner_,toners_,,3,no,Glow_Recipe
275,2025-01-16,C1896,vitamin c serum.,serums-,,4,no,Eucerin
276,2025-05-30,C1522,vitamin c serum  ,serums  ,12.49,3,no,EUCERIN
277,2024-12-23,C1531,makeup remover balm_,makeup removers_,17.96,3,yes,Cetaphil
278,2025-03-18,C1255,tea tree oil toner,toners  ,10.92,1,no,Rhode
279,2025-05-11,C1505,exfoliating scrub,exfoliators.,4.18,4,no,Neutrogena
280,2025-03-04,C1592,charcoal face mask  ,masks.,41.96,2,no,
281,2025-05-25,C1735,vitamin c serum  ,serums-,24.62,2,no,Glow Recipe
282,2024-12-25,C1208,vitamin c serum,serums  ,36.03,1,no,Rhode 
283,2025-03-06,C1200,hydrating facial cleanser ,cleansers,28.08,1,no,EUCERIN
284,2025-02-04,C1493,makeup remover balm-,makeup removers.,,2,no,
285,2025-04-25,C1804,hydrating facial cleanser  ,cleansers.,25.18,1,no,La Roche-Posay_
286,2025-02-05,C1127,eye repair cream  ,eye care-,28.48,3,no,
287,2025-04-01,C1676,tea tree oil toner  ,toners-,26.96,2,yes,
288,2025-02-06,C1587,retinol night cream  ,moisturizers-,15.22,1,no,La Roche-Posay
289,2025-04-19,C1820,makeup remover balm.,makeup removers.,27.56,4,no,cerave
290,2025-04-08,C1400,tea tree oil toner_,toners  ,34.83,3,no,Glow_Recipe
291,2025-05-22,C1129,hydrating facial cleanser  ,cleansers.,6.59,2,no,CETAPHIL
292,2025-03-26,C1704,hydrating facial cleanser,cleansers  ,12.2,4, n ,la roche-posay
293,2025-05-13,C1778,vitamin c serum,serums ,26.87,2,yes,
294,2025-03-22,C1675,vitamin c serum,serums ,17.45,4,no,CeraVe_
295,2025-03-06,C1054,charcoal face mask,masks_,15.24,3, n ,Neutrogena 
296,2025-03-15,C1405,tea tree oil toner,toners_,35.54,3, n ,
297,2025-05-19,C1466,daily sunscreen spf 50 ,sun protection,,4,no,Cetaphil 
298,2025-01-15,C1848,makeup remover balm,makeup removers.,32.0,3,no,La_Roche-Posay
299,2025-05-21,C1449,charcoal face mask.,masks  ,50.6,2,no,Glow Recipe 
300,2025-03-05,C1295,retinol night cream-,moisturizers ,24.04,1,no,la roche-posay
301,2025-01-09,C1024,exfoliating scrub  ,exfoliators.,24.65,3,no,Eucerin
302,2025-05-28,C1497,daily sunscreen spf 50 ,sun protection  ,42.71,3,yes,Eucerin 
303,2025-04-23,C1523,exfoliating scrub_,exfoliators ,31.32,2,yes,eucerin
304,2025-05-21,C1954,tea tree oil toner,toners.,34.73,3,no,Glow_Recipe
305,2025-03-26,C1591,makeup remover balm ,makeup removers_,24.26,3,yes,
306,2025-05-06,C1990,tea tree oil toner_,toners-,31.21,4,no,GLOW RECIPE
307,2025-03-16,C1199,exfoliating scrub  ,exfoliators,30.6,2,no,Cetaphil 
308,2025-04-04,C1267,makeup remover balm  ,makeup removers_,35.81,1, y ,Paula's Choice 
309,2025-03-16,C1085,hydrating facial cleanser,cleansers_,29.3,3,no,Eucerin 
310,2025-04-02,C1334,hyaluronic acid.,serums_,27.08,2,no,CeraVe
311,2025-02-08,C1826,makeup remover balm.,makeup removers ,14.19,4,no,The Ordinary 
312,2025-05-22,C1222,vitamin c serum_,serums_,35.53,3,no,The Ordinary 
313,2025-05-04,C1614,charcoal face mask.,masks_,,2,no,Eucerin 
314,2025-06-02,C1151,charcoal face mask.,masks  ,25.3,1,no,La_Roche-Posay
315,2024-12-23,C1170,hydrating facial cleanser-,cleansers  ,20.66,2,no,
316,2025-04-19,C1982,hyaluronic acid  ,serums-,21.91,4,no,Eucerin 
317,2025-02-16,C1981,tea tree oil toner-,toners-,23.13,1,no,The_Ordinary
318,2025-01-16,C1160,exfoliating scrub  ,exfoliators.,20.6,1,no,Rhode
319,2024-12-16,C1738,makeup remover balm,makeup removers.,27.67,2,no,Cetaphil
320,2025-04-10,C1250,vitamin c serum,serums,33.9,2,,Cetaphil 
321,2025-05-04,C1890,hyaluronic acid ,serums.,25.82,4, n ,CERAVE
322,2025-04-20,C1028,vitamin c serum-,serums_,35.65,3,yes,the ordinary
323,2025-02-05,C1271,retinol night cream-,moisturizers_,19.83,1,no,rhode
324,2025-01-01,C1376,hydrating facial cleanser,cleansers.,39.09,4,no,Rhode 
325,2024-12-16,C1576,tea tree oil toner.,toners_,,3,no,rhode
326,2025-02-20,C1428,daily sunscreen spf 50  ,sun protection.,39.53,2,yes,glow recipe
327,2025-03-18,C1292,charcoal face mask_,masks ,11.56,4,no,Cetaphil
